✓ Initialized. View run at 
https://modal.com/apps/newperson953/main/ap-eM6cqOQfoqCf80dThivI6A
✓ Created objects.
├── 🔨 Created mount /Users/huy.dangxuan/Desktop/autoresearch/modal_app.py
├── 🔨 Created mount train.py
├── 🔨 Created mount prepare.py
├── 🔨 Created function prepare_data.
└── 🔨 Created function train.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011194 | lrm: 1.00 | dt: 64875ms | tok/sec: 8,081 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00493 (53.0%) | loss: 3.023843 | lrm: 0.94 | dt: 317ms | tok/sec: 1,652,655 | mfu: 39.9% | epoch: 1 | remaining: 141s    
step 00494 (53.1%) | loss: 3.020279 | lrm: 0.94 | dt: 330ms | tok/sec: 1,587,052 | mfu: 38.3% | epoch: 1 | remaining: 140s    
step 00495 (53.2%) | loss: 3.016140 | lrm: 0.94 | dt: 328ms | tok/sec: 1,596,914 | mfu: 38.6% | epoch: 1 | remaining: 140s    
step 00496 (53.3%) | loss: 3.017564 | lrm: 0.93 | dt: 320ms | tok/sec: 1,636,156 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 00497 (53.4%) | loss: 3.019093 | lrm: 0.93 | dt: 322ms | tok/sec: 1,628,972 | mfu: 39.4% | epoch: 1 | remaining: 139s    
step 00498 (53.6%) | loss: 3.020344 | lrm: 0.93 | dt: 326ms | tok/sec: 1,610,050 | mfu: 38.9% | epoch: 1 | remaining: 139s    
step 00499 (53.7%) | loss: 3.022721 | lrm: 0.93 | dt: 325ms | tok/sec: 1,612,292 | mfu: 39.0% | epoch: 1 | remaining: 139s    
step 00500 (53.8%) | loss: 3.021164 | lrm: 0.92 | dt: 323ms | tok/sec: 1,625,277 | mfu: 39.3% | epoch: 1 | remaining: 138s    
step 00501 (53.9%) | loss: 3.019536 | lrm: 0.92 | dt: 327ms | tok/sec: 1,605,584 | mfu: 38.8% | epoch: 1 | remaining: 138s    
step 00502 (54.0%) | loss: 3.017164 | lrm: 0.92 | dt: 323ms | tok/sec: 1,622,587 | mfu: 39.2% | epoch: 1 | remaining: 138s    
step 00503 (54.1%) | loss: 3.014876 | lrm: 0.92 | dt: 324ms | tok/sec: 1,616,334 | mfu: 39.1% | epoch: 1 | remaining: 137s    
step 00504 (54.2%) | loss: 3.017859 | lrm: 0.92 | dt: 328ms | tok/sec: 1,597,876 | mfu: 38.6% | epoch: 1 | remaining: 137s    
step 00505 (54.3%) | loss: 3.020812 | lrm: 0.91 | dt: 332ms | tok/sec: 1,580,616 | mfu: 38.2% | epoch: 1 | remaining: 137s    
step 00506 (54.4%) | loss: 3.021388 | lrm: 0.91 | dt: 343ms | tok/sec: 1,527,478 | mfu: 36.9% | epoch: 1 | remaining: 136s    
step 00507 (54.5%) | loss: 3.022431 | lrm: 0.91 | dt: 332ms | tok/sec: 1,578,414 | mfu: 38.1% | epoch: 1 | remaining: 136s    
step 00508 (54.7%) | loss: 3.017296 | lrm: 0.91 | dt: 341ms | tok/sec: 1,537,068 | mfu: 37.1% | epoch: 1 | remaining: 136s    
step 00509 (54.8%) | loss: 3.019270 | lrm: 0.90 | dt: 336ms | tok/sec: 1,560,810 | mfu: 37.7% | epoch: 1 | remaining: 135s    
step 00510 (54.9%) | loss: 3.015640 | lrm: 0.90 | dt: 321ms | tok/sec: 1,630,825 | mfu: 39.4% | epoch: 1 | remaining: 135s    
step 00511 (55.0%) | loss: 3.018176 | lrm: 0.90 | dt: 363ms | tok/sec: 1,442,474 | mfu: 34.9% | epoch: 1 | remaining: 135s    
step 00512 (55.1%) | loss: 3.013565 | lrm: 0.90 | dt: 357ms | tok/sec: 1,467,513 | mfu: 35.5% | epoch: 1 | remaining: 134s    
step 00513 (55.2%) | loss: 3.007061 | lrm: 0.90 | dt: 331ms | tok/sec: 1,582,218 | mfu: 38.2% | epoch: 1 | remaining: 134s    
step 00514 (55.3%) | loss: 3.007656 | lrm: 0.89 | dt: 323ms | tok/sec: 1,622,940 | mfu: 39.2% | epoch: 1 | remaining: 134s    
step 00515 (55.4%) | loss: 3.007651 | lrm: 0.89 | dt: 343ms | tok/sec: 1,526,878 | mfu: 36.9% | epoch: 1 | remaining: 133s    
step 00516 (55.6%) | loss: 3.007561 | lrm: 0.89 | dt: 350ms | tok/sec: 1,499,912 | mfu: 36.2% | epoch: 1 | remaining: 133s    
step 00517 (55.7%) | loss: 3.009188 | lrm: 0.89 | dt: 342ms | tok/sec: 1,531,618 | mfu: 37.0% | epoch: 1 | remaining: 133s    
step 00518 (55.8%) | loss: 3.008634 | lrm: 0.88 | dt: 365ms | tok/sec: 1,437,695 | mfu: 34.7% | epoch: 1 | remaining: 132s    
step 00519 (55.9%) | loss: 3.011780 | lrm: 0.88 | dt: 340ms | tok/sec: 1,541,077 | mfu: 37.2% | epoch: 1 | remaining: 132s    
step 00520 (56.0%) | loss: 3.010997 | lrm: 0.88 | dt: 323ms | tok/sec: 1,622,590 | mfu: 39.2% | epoch: 1 | remaining: 132s    
step 00521 (56.1%) | loss: 3.016088 | lrm: 0.88 | dt: 326ms | tok/sec: 1,606,645 | mfu: 38.8% | epoch: 1 | remaining: 131s    
step 00522 (56.2%) | loss: 3.015484 | lrm: 0.88 | dt: 329ms | tok/sec: 1,594,833 | mfu: 38.5% | epoch: 1 | remaining: 131s    
step 00523 (56.3%) | loss: 3.016810 | lrm: 0.87 | dt: 330ms | tok/sec: 1,588,784 | mfu: 38.4% | epoch: 1 | remaining: 131s    
step 00524 (56.5%) | loss: 3.013543 | lrm: 0.87 | dt: 327ms | tok/sec: 1,604,464 | mfu: 38.8% | epoch: 1 | remaining: 130s    
step 00525 (56.6%) | loss: 3.013589 | lrm: 0.87 | dt: 337ms | tok/sec: 1,555,038 | mfu: 37.6% | epoch: 1 | remaining: 130s    
step 00526 (56.7%) | loss: 3.010047 | lrm: 0.87 | dt: 328ms | tok/sec: 1,600,359 | mfu: 38.7% | epoch: 1 | remaining: 130s    
step 00527 (56.8%) | loss: 3.007517 | lrm: 0.86 | dt: 355ms | tok/sec: 1,476,551 | mfu: 35.7% | epoch: 1 | remaining: 129s    
step 00528 (56.9%) | loss: 3.004772 | lrm: 0.86 | dt: 335ms | tok/sec: 1,563,802 | mfu: 37.8% | epoch: 1 | remaining: 129s    
step 00529 (57.0%) | loss: 3.000567 | lrm: 0.86 | dt: 334ms | tok/sec: 1,569,952 | mfu: 37.9% | epoch: 1 | remaining: 129s    
step 00530 (57.1%) | loss: 3.005356 | lrm: 0.86 | dt: 344ms | tok/sec: 1,526,091 | mfu: 36.9% | epoch: 1 | remaining: 128s    
step 00531 (57.2%) | loss: 3.002336 | lrm: 0.86 | dt: 322ms | tok/sec: 1,627,579 | mfu: 39.3% | epoch: 1 | remaining: 128s    
step 00532 (57.4%) | loss: 3.006023 | lrm: 0.85 | dt: 322ms | tok/sec: 1,629,547 | mfu: 39.4% | epoch: 1 | remaining: 128s    
step 00533 (57.5%) | loss: 3.003547 | lrm: 0.85 | dt: 324ms | tok/sec: 1,620,181 | mfu: 39.1% | epoch: 1 | remaining: 127s    
step 00534 (57.6%) | loss: 3.005355 | lrm: 0.85 | dt: 341ms | tok/sec: 1,537,806 | mfu: 37.2% | epoch: 1 | remaining: 127s    
step 00535 (57.7%) | loss: 3.001311 | lrm: 0.85 | dt: 337ms | tok/sec: 1,554,622 | mfu: 37.6% | epoch: 1 | remaining: 127s    
step 00536 (57.8%) | loss: 2.998969 | lrm: 0.84 | dt: 323ms | tok/sec: 1,622,751 | mfu: 39.2% | epoch: 1 | remaining: 126s    
step 00537 (57.9%) | loss: 2.998172 | lrm: 0.84 | dt: 343ms | tok/sec: 1,529,769 | mfu: 37.0% | epoch: 1 | remaining: 126s    
step 00538 (58.0%) | loss: 2.996347 | lrm: 0.84 | dt: 325ms | tok/sec: 1,615,510 | mfu: 39.0% | epoch: 1 | remaining: 126s    
step 00539 (58.1%) | loss: 2.992239 | lrm: 0.84 | dt: 322ms | tok/sec: 1,627,842 | mfu: 39.3% | epoch: 1 | remaining: 125s    
step 00540 (58.2%) | loss: 2.989258 | lrm: 0.84 | dt: 328ms | tok/sec: 1,597,538 | mfu: 38.6% | epoch: 1 | remaining: 125s    
step 00541 (58.3%) | loss: 2.989120 | lrm: 0.83 | dt: 323ms | tok/sec: 1,625,418 | mfu: 39.3% | epoch: 1 | remaining: 125s    
step 00542 (58.4%) | loss: 2.988416 | lrm: 0.83 | dt: 320ms | tok/sec: 1,636,221 | mfu: 39.5% | epoch: 1 | remaining: 124s    
step 00543 (58.6%) | loss: 2.987950 | lrm: 0.83 | dt: 388ms | tok/sec: 1,349,819 | mfu: 32.6% | epoch: 1 | remaining: 124s    
step 00544 (58.7%) | loss: 2.984761 | lrm: 0.83 | dt: 316ms | tok/sec: 1,657,552 | mfu: 40.0% | epoch: 1 | remaining: 124s    
step 00545 (58.8%) | loss: 2.986291 | lrm: 0.82 | dt: 322ms | tok/sec: 1,629,419 | mfu: 39.4% | epoch: 1 | remaining: 123s    
step 00546 (58.9%) | loss: 2.988920 | lrm: 0.82 | dt: 339ms | tok/sec: 1,548,675 | mfu: 37.4% | epoch: 1 | remaining: 123s    
step 00547 (59.0%) | loss: 2.985152 | lrm: 0.82 | dt: 317ms | tok/sec: 1,656,058 | mfu: 40.0% | epoch: 1 | remaining: 123s    
step 00548 (59.1%) | loss: 2.981734 | lrm: 0.82 | dt: 328ms | tok/sec: 1,596,025 | mfu: 38.6% | epoch: 1 | remaining: 122s    
step 00549 (59.2%) | loss: 2.984857 | lrm: 0.82 | dt: 332ms | tok/sec: 1,578,166 | mfu: 38.1% | epoch: 1 | remaining: 122s    
step 00550 (59.3%) | loss: 2.988218 | lrm: 0.81 | dt: 322ms | tok/sec: 1,630,225 | mfu: 39.4% | epoch: 1 | remaining: 122s    
step 00551 (59.4%) | loss: 2.983230 | lrm: 0.81 | dt: 406ms | tok/sec: 1,292,915 | mfu: 31.2% | epoch: 1 | remaining: 121s    
step 00552 (59.6%) | loss: 2.982630 | lrm: 0.81 | dt: 316ms | tok/sec: 1,660,507 | mfu: 40.1% | epoch: 1 | remaining: 121s    
step 00553 (59.7%) | loss: 2.983547 | lrm: 0.81 | dt: 337ms | tok/sec: 1,556,134 | mfu: 37.6% | epoch: 1 | remaining: 121s    
step 00554 (59.8%) | loss: 2.979396 | lrm: 0.80 | dt: 337ms | tok/sec: 1,555,005 | mfu: 37.6% | epoch: 1 | remaining: 120s    
step 00555 (59.9%) | loss: 2.978232 | lrm: 0.80 | dt: 325ms | tok/sec: 1,615,387 | mfu: 39.0% | epoch: 1 | remaining: 120s    
step 00556 (60.0%) | loss: 2.975748 | lrm: 0.80 | dt: 324ms | tok/sec: 1,619,239 | mfu: 39.1% | epoch: 1 | remaining: 120s    
step 00557 (60.1%) | loss: 2.967517 | lrm: 0.80 | dt: 347ms | tok/sec: 1,511,949 | mfu: 36.5% | epoch: 1 | remaining: 119s    
step 00558 (60.2%) | loss: 2.967543 | lrm: 0.80 | dt: 369ms | tok/sec: 1,421,004 | mfu: 34.3% | epoch: 1 | remaining: 119s    
step 00559 (60.4%) | loss: 2.971449 | lrm: 0.79 | dt: 316ms | tok/sec: 1,658,378 | mfu: 40.1% | epoch: 1 | remaining: 119s    
step 00560 (60.5%) | loss: 2.970862 | lrm: 0.79 | dt: 328ms | tok/sec: 1,596,998 | mfu: 38.6% | epoch: 1 | remaining: 118s    
step 00561 (60.6%) | loss: 2.968669 | lrm: 0.79 | dt: 328ms | tok/sec: 1,598,947 | mfu: 38.6% | epoch: 1 | remaining: 118s    
step 00562 (60.7%) | loss: 2.970476 | lrm: 0.79 | dt: 321ms | tok/sec: 1,633,334 | mfu: 39.5% | epoch: 1 | remaining: 118s    
step 00563 (60.8%) | loss: 2.971967 | lrm: 0.78 | dt: 319ms | tok/sec: 1,641,990 | mfu: 39.7% | epoch: 1 | remaining: 117s    
step 00564 (60.9%) | loss: 2.974465 | lrm: 0.78 | dt: 327ms | tok/sec: 1,602,266 | mfu: 38.7% | epoch: 1 | remaining: 117s    
step 00565 (61.0%) | loss: 2.970214 | lrm: 0.78 | dt: 325ms | tok/sec: 1,614,505 | mfu: 39.0% | epoch: 1 | remaining: 117s    
step 00566 (61.1%) | loss: 2.968217 | lrm: 0.78 | dt: 323ms | tok/sec: 1,620,778 | mfu: 39.2% | epoch: 1 | remaining: 116s    
step 00567 (61.2%) | loss: 2.972072 | lrm: 0.78 | dt: 325ms | tok/sec: 1,615,064 | mfu: 39.0% | epoch: 1 | remaining: 116s    
step 00568 (61.3%) | loss: 2.973855 | lrm: 0.77 | dt: 324ms | tok/sec: 1,619,030 | mfu: 39.1% | epoch: 1 | remaining: 116s    
step 00569 (61.4%) | loss: 2.973043 | lrm: 0.77 | dt: 324ms | tok/sec: 1,616,626 | mfu: 39.1% | epoch: 1 | remaining: 115s    
step 00570 (61.5%) | loss: 2.965701 | lrm: 0.77 | dt: 332ms | tok/sec: 1,577,799 | mfu: 38.1% | epoch: 1 | remaining: 115s    
step 00571 (61.7%) | loss: 2.962823 | lrm: 0.77 | dt: 329ms | tok/sec: 1,591,696 | mfu: 38.5% | epoch: 1 | remaining: 115s    
step 00572 (61.8%) | loss: 2.966998 | lrm: 0.76 | dt: 337ms | tok/sec: 1,556,411 | mfu: 37.6% | epoch: 1 | remaining: 114s    
step 00573 (61.9%) | loss: 2.975105 | lrm: 0.76 | dt: 331ms | tok/sec: 1,581,723 | mfu: 38.2% | epoch: 1 | remaining: 114s    
step 00574 (62.0%) | loss: 2.971599 | lrm: 0.76 | dt: 325ms | tok/sec: 1,613,959 | mfu: 39.0% | epoch: 1 | remaining: 114s    
step 00575 (62.1%) | loss: 2.974833 | lrm: 0.76 | dt: 326ms | tok/sec: 1,609,875 | mfu: 38.9% | epoch: 1 | remaining: 113s    
step 00576 (62.2%) | loss: 2.973932 | lrm: 0.76 | dt: 326ms | tok/sec: 1,606,342 | mfu: 38.8% | epoch: 1 | remaining: 113s    
step 00577 (62.3%) | loss: 2.974474 | lrm: 0.75 | dt: 323ms | tok/sec: 1,621,047 | mfu: 39.2% | epoch: 1 | remaining: 113s    
step 00578 (62.4%) | loss: 2.975386 | lrm: 0.75 | dt: 325ms | tok/sec: 1,610,779 | mfu: 38.9% | epoch: 1 | remaining: 112s    
step 00579 (62.5%) | loss: 2.970587 | lrm: 0.75 | dt: 325ms | tok/sec: 1,615,522 | mfu: 39.0% | epoch: 1 | remaining: 112s    
step 00580 (62.6%) | loss: 2.970821 | lrm: 0.75 | dt: 326ms | tok/sec: 1,609,528 | mfu: 38.9% | epoch: 1 | remaining: 112s    
step 00581 (62.8%) | loss: 2.968645 | lrm: 0.74 | dt: 323ms | tok/sec: 1,622,320 | mfu: 39.2% | epoch: 1 | remaining: 111s    
step 00582 (62.9%) | loss: 2.965792 | lrm: 0.74 | dt: 354ms | tok/sec: 1,480,020 | mfu: 35.8% | epoch: 1 | remaining: 111s    
step 00583 (63.0%) | loss: 2.961766 | lrm: 0.74 | dt: 316ms | tok/sec: 1,658,876 | mfu: 40.1% | epoch: 1 | remaining: 111s    
step 00584 (63.1%) | loss: 2.961284 | lrm: 0.74 | dt: 324ms | tok/sec: 1,620,397 | mfu: 39.2% | epoch: 1 | remaining: 110s    
step 00585 (63.2%) | loss: 2.955887 | lrm: 0.74 | dt: 331ms | tok/sec: 1,585,344 | mfu: 38.3% | epoch: 1 | remaining: 110s    
step 00586 (63.3%) | loss: 2.955854 | lrm: 0.73 | dt: 322ms | tok/sec: 1,630,094 | mfu: 39.4% | epoch: 1 | remaining: 110s    
step 00587 (63.4%) | loss: 2.954309 | lrm: 0.73 | dt: 323ms | tok/sec: 1,623,042 | mfu: 39.2% | epoch: 1 | remaining: 109s    
step 00588 (63.5%) | loss: 2.959894 | lrm: 0.73 | dt: 329ms | tok/sec: 1,593,980 | mfu: 38.5% | epoch: 1 | remaining: 109s    
step 00589 (63.6%) | loss: 2.962577 | lrm: 0.73 | dt: 318ms | tok/sec: 1,648,015 | mfu: 39.8% | epoch: 1 | remaining: 109s    
step 00590 (63.7%) | loss: 2.963274 | lrm: 0.73 | dt: 323ms | tok/sec: 1,621,894 | mfu: 39.2% | epoch: 1 | remaining: 108s    
step 00591 (63.8%) | loss: 2.960730 | lrm: 0.72 | dt: 330ms | tok/sec: 1,588,178 | mfu: 38.4% | epoch: 1 | remaining: 108s    
step 00592 (63.9%) | loss: 2.961671 | lrm: 0.72 | dt: 325ms | tok/sec: 1,612,124 | mfu: 39.0% | epoch: 1 | remaining: 108s    
step 00593 (64.1%) | loss: 2.964439 | lrm: 0.72 | dt: 321ms | tok/sec: 1,631,653 | mfu: 39.4% | epoch: 1 | remaining: 108s    
step 00594 (64.2%) | loss: 2.963400 | lrm: 0.72 | dt: 331ms | tok/sec: 1,583,654 | mfu: 38.3% | epoch: 1 | remaining: 107s    
step 00595 (64.3%) | loss: 2.965696 | lrm: 0.71 | dt: 323ms | tok/sec: 1,623,040 | mfu: 39.2% | epoch: 1 | remaining: 107s    
step 00596 (64.4%) | loss: 2.960386 | lrm: 0.71 | dt: 325ms | tok/sec: 1,613,552 | mfu: 39.0% | epoch: 1 | remaining: 107s    
step 00597 (64.5%) | loss: 2.958044 | lrm: 0.71 | dt: 324ms | tok/sec: 1,617,391 | mfu: 39.1% | epoch: 1 | remaining: 106s    
step 00598 (64.6%) | loss: 2.957591 | lrm: 0.71 | dt: 323ms | tok/sec: 1,622,437 | mfu: 39.2% | epoch: 1 | remaining: 106s    
step 00599 (64.7%) | loss: 2.954798 | lrm: 0.71 | dt: 363ms | tok/sec: 1,444,727 | mfu: 34.9% | epoch: 1 | remaining: 106s    
step 00600 (64.8%) | loss: 2.948183 | lrm: 0.70 | dt: 319ms | tok/sec: 1,645,613 | mfu: 39.8% | epoch: 1 | remaining: 105s    
step 00601 (64.9%) | loss: 2.944454 | lrm: 0.70 | dt: 325ms | tok/sec: 1,613,225 | mfu: 39.0% | epoch: 1 | remaining: 105s    
step 00602 (65.0%) | loss: 2.941973 | lrm: 0.70 | dt: 333ms | tok/sec: 1,575,012 | mfu: 38.1% | epoch: 1 | remaining: 105s    
step 00603 (65.2%) | loss: 2.945645 | lrm: 0.70 | dt: 321ms | tok/sec: 1,633,660 | mfu: 39.5% | epoch: 1 | remaining: 104s    
step 00604 (65.3%) | loss: 2.941709 | lrm: 0.69 | dt: 324ms | tok/sec: 1,619,201 | mfu: 39.1% | epoch: 1 | remaining: 104s    
step 00605 (65.4%) | loss: 2.945413 | lrm: 0.69 | dt: 331ms | tok/sec: 1,586,021 | mfu: 38.3% | epoch: 1 | remaining: 104s    
step 00606 (65.5%) | loss: 2.949222 | lrm: 0.69 | dt: 320ms | tok/sec: 1,639,714 | mfu: 39.6% | epoch: 1 | remaining: 103s    
step 00607 (65.6%) | loss: 2.944322 | lrm: 0.69 | dt: 326ms | tok/sec: 1,609,680 | mfu: 38.9% | epoch: 1 | remaining: 103s    
step 00608 (65.7%) | loss: 2.936327 | lrm: 0.69 | dt: 337ms | tok/sec: 1,556,616 | mfu: 37.6% | epoch: 1 | remaining: 103s    
step 00609 (65.8%) | loss: 2.940270 | lrm: 0.68 | dt: 323ms | tok/sec: 1,622,251 | mfu: 39.2% | epoch: 1 | remaining: 102s    
step 00610 (65.9%) | loss: 2.944960 | lrm: 0.68 | dt: 322ms | tok/sec: 1,625,753 | mfu: 39.3% | epoch: 1 | remaining: 102s    
step 00611 (66.0%) | loss: 2.942469 | lrm: 0.68 | dt: 327ms | tok/sec: 1,603,316 | mfu: 38.7% | epoch: 1 | remaining: 102s    
step 00612 (66.1%) | loss: 2.939461 | lrm: 0.68 | dt: 324ms | tok/sec: 1,619,109 | mfu: 39.1% | epoch: 1 | remaining: 101s    
step 00613 (66.2%) | loss: 2.936993 | lrm: 0.68 | dt: 320ms | tok/sec: 1,638,975 | mfu: 39.6% | epoch: 1 | remaining: 101s    
step 00614 (66.3%) | loss: 2.937120 | lrm: 0.67 | dt: 328ms | tok/sec: 1,596,207 | mfu: 38.6% | epoch: 1 | remaining: 101s    
step 00615 (66.5%) | loss: 2.939341 | lrm: 0.67 | dt: 354ms | tok/sec: 1,483,121 | mfu: 35.8% | epoch: 1 | remaining: 100s    
step 00616 (66.6%) | loss: 2.935638 | lrm: 0.67 | dt: 355ms | tok/sec: 1,475,154 | mfu: 35.6% | epoch: 1 | remaining: 100s    
step 00617 (66.7%) | loss: 2.936772 | lrm: 0.67 | dt: 315ms | tok/sec: 1,663,148 | mfu: 40.2% | epoch: 1 | remaining: 100s    
step 00618 (66.8%) | loss: 2.932842 | lrm: 0.66 | dt: 344ms | tok/sec: 1,523,790 | mfu: 36.8% | epoch: 1 | remaining: 99s    
step 00619 (66.9%) | loss: 2.932502 | lrm: 0.66 | dt: 327ms | tok/sec: 1,602,382 | mfu: 38.7% | epoch: 1 | remaining: 99s    
step 00620 (67.0%) | loss: 2.934282 | lrm: 0.66 | dt: 322ms | tok/sec: 1,625,891 | mfu: 39.3% | epoch: 1 | remaining: 99s    
step 00621 (67.1%) | loss: 2.935843 | lrm: 0.66 | dt: 329ms | tok/sec: 1,592,468 | mfu: 38.5% | epoch: 1 | remaining: 98s    
step 00622 (67.2%) | loss: 2.932208 | lrm: 0.66 | dt: 325ms | tok/sec: 1,610,738 | mfu: 38.9% | epoch: 1 | remaining: 98s    
step 00623 (67.3%) | loss: 2.931239 | lrm: 0.65 | dt: 325ms | tok/sec: 1,613,463 | mfu: 39.0% | epoch: 1 | remaining: 98s    
step 00624 (67.5%) | loss: 2.933127 | lrm: 0.65 | dt: 324ms | tok/sec: 1,620,355 | mfu: 39.2% | epoch: 1 | remaining: 97s    
step 00625 (67.6%) | loss: 2.934032 | lrm: 0.65 | dt: 324ms | tok/sec: 1,617,029 | mfu: 39.1% | epoch: 1 | remaining: 97s    
step 00626 (67.7%) | loss: 2.934090 | lrm: 0.65 | dt: 328ms | tok/sec: 1,598,252 | mfu: 38.6% | epoch: 1 | remaining: 97s    
step 00627 (67.8%) | loss: 2.932156 | lrm: 0.64 | dt: 327ms | tok/sec: 1,605,635 | mfu: 38.8% | epoch: 1 | remaining: 96s    
step 00628 (67.9%) | loss: 2.932165 | lrm: 0.64 | dt: 324ms | tok/sec: 1,620,595 | mfu: 39.2% | epoch: 1 | remaining: 96s    
step 00629 (68.0%) | loss: 2.932505 | lrm: 0.64 | dt: 321ms | tok/sec: 1,630,800 | mfu: 39.4% | epoch: 1 | remaining: 96s    
step 00630 (68.1%) | loss: 2.930253 | lrm: 0.64 | dt: 321ms | tok/sec: 1,633,979 | mfu: 39.5% | epoch: 1 | remaining: 95s    
step 00631 (68.2%) | loss: 2.927777 | lrm: 0.64 | dt: 331ms | tok/sec: 1,583,032 | mfu: 38.2% | epoch: 1 | remaining: 95s    
step 00632 (68.3%) | loss: 2.922738 | lrm: 0.63 | dt: 323ms | tok/sec: 1,623,890 | mfu: 39.2% | epoch: 1 | remaining: 95s    
step 00633 (68.4%) | loss: 2.924735 | lrm: 0.63 | dt: 324ms | tok/sec: 1,620,464 | mfu: 39.2% | epoch: 1 | remaining: 94s    
step 00634 (68.5%) | loss: 2.925274 | lrm: 0.63 | dt: 351ms | tok/sec: 1,494,530 | mfu: 36.1% | epoch: 1 | remaining: 94s    
step 00635 (68.7%) | loss: 2.928199 | lrm: 0.63 | dt: 337ms | tok/sec: 1,556,231 | mfu: 37.6% | epoch: 1 | remaining: 94s    
step 00636 (68.8%) | loss: 2.920112 | lrm: 0.62 | dt: 359ms | tok/sec: 1,459,492 | mfu: 35.3% | epoch: 1 | remaining: 93s    
step 00637 (68.9%) | loss: 2.918005 | lrm: 0.62 | dt: 317ms | tok/sec: 1,652,159 | mfu: 39.9% | epoch: 1 | remaining: 93s    
step 00638 (69.0%) | loss: 2.917742 | lrm: 0.62 | dt: 323ms | tok/sec: 1,624,087 | mfu: 39.2% | epoch: 1 | remaining: 93s    
step 00639 (69.1%) | loss: 2.917706 | lrm: 0.62 | dt: 332ms | tok/sec: 1,579,372 | mfu: 38.2% | epoch: 1 | remaining: 92s    
step 00640 (69.2%) | loss: 2.918355 | lrm: 0.62 | dt: 321ms | tok/sec: 1,632,273 | mfu: 39.4% | epoch: 1 | remaining: 92s    
step 00641 (69.3%) | loss: 2.918289 | lrm: 0.61 | dt: 321ms | tok/sec: 1,634,395 | mfu: 39.5% | epoch: 1 | remaining: 92s    
step 00642 (69.4%) | loss: 2.919372 | lrm: 0.61 | dt: 332ms | tok/sec: 1,578,068 | mfu: 38.1% | epoch: 1 | remaining: 91s    
step 00643 (69.5%) | loss: 2.912851 | lrm: 0.61 | dt: 326ms | tok/sec: 1,606,977 | mfu: 38.8% | epoch: 1 | remaining: 91s    
step 00644 (69.6%) | loss: 2.908587 | lrm: 0.61 | dt: 322ms | tok/sec: 1,625,972 | mfu: 39.3% | epoch: 1 | remaining: 91s    
step 00645 (69.7%) | loss: 2.908240 | lrm: 0.61 | dt: 323ms | tok/sec: 1,621,934 | mfu: 39.2% | epoch: 1 | remaining: 90s    
step 00646 (69.9%) | loss: 2.908204 | lrm: 0.60 | dt: 344ms | tok/sec: 1,524,933 | mfu: 36.8% | epoch: 1 | remaining: 90s    
step 00647 (70.0%) | loss: 2.907166 | lrm: 0.60 | dt: 322ms | tok/sec: 1,630,437 | mfu: 39.4% | epoch: 1 | remaining: 90s    
step 00648 (70.1%) | loss: 2.909503 | lrm: 0.60 | dt: 324ms | tok/sec: 1,620,255 | mfu: 39.1% | epoch: 1 | remaining: 89s    
step 00649 (70.2%) | loss: 2.908132 | lrm: 0.60 | dt: 361ms | tok/sec: 1,453,562 | mfu: 35.1% | epoch: 1 | remaining: 89s    
step 00650 (70.3%) | loss: 2.909716 | lrm: 0.59 | dt: 317ms | tok/sec: 1,654,362 | mfu: 40.0% | epoch: 1 | remaining: 89s    
step 00651 (70.4%) | loss: 2.912739 | lrm: 0.59 | dt: 321ms | tok/sec: 1,635,157 | mfu: 39.5% | epoch: 1 | remaining: 88s    
step 00652 (70.5%) | loss: 2.910863 | lrm: 0.59 | dt: 334ms | tok/sec: 1,569,367 | mfu: 37.9% | epoch: 1 | remaining: 88s    
step 00653 (70.6%) | loss: 2.911390 | lrm: 0.59 | dt: 322ms | tok/sec: 1,628,552 | mfu: 39.3% | epoch: 1 | remaining: 88s    
step 00654 (70.7%) | loss: 2.909124 | lrm: 0.59 | dt: 322ms | tok/sec: 1,625,772 | mfu: 39.3% | epoch: 1 | remaining: 87s    
step 00655 (70.8%) | loss: 2.904014 | lrm: 0.58 | dt: 332ms | tok/sec: 1,581,237 | mfu: 38.2% | epoch: 1 | remaining: 87s    
step 00656 (71.0%) | loss: 2.908059 | lrm: 0.58 | dt: 324ms | tok/sec: 1,616,021 | mfu: 39.0% | epoch: 1 | remaining: 87s    
step 00657 (71.1%) | loss: 2.909762 | lrm: 0.58 | dt: 320ms | tok/sec: 1,636,206 | mfu: 39.5% | epoch: 1 | remaining: 86s    
step 00658 (71.2%) | loss: 2.912964 | lrm: 0.58 | dt: 331ms | tok/sec: 1,581,938 | mfu: 38.2% | epoch: 1 | remaining: 86s    
